"Fiscal Year","Unique Identifier","Deal Number",Decision,"Decision Date","Effective Date","Expiration Date",Brokered,"Deal Cancelled",Country,Program,"Policy Type","Decision Authority","Primary Export Product NAICS/SIC code","Product Description",Term,"Primary Applicant","Primary Lender","Primary Exporter","Primary Exporter City","Primary Exporter State Code","Primary Exporter State Name","Primary Borrower","Primary Source of Repayment (PSOR)","Working Capital Delegated Authority","Approved/Declined Amount","Disbursed/Shipped Amount","Undisbursed Exposure Amount","Outstanding Exposure Amount","Small Business Authorized Amount","Woman Owned Authorized Amount","Minority Owned Authorized Amount","Loan Interest Rate","Multiyear Working Capital Extension",effective_date_01
2007,09150805ST0013,150805,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","Short Term","Plitek LLC",N/A,"Plitek Llc","Des Plaines",IL,Illinois,"Multiple - Borrowers","Multiple - PSORs",,1000000,342552,0,0,1000000,0,0,N/A,,NULL
2007,09151365ST0013,151365,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",424210,"Drugs and Druggists' Sundries Merchant Wholesalers","Short Term","Fruit Of The Earth Inc",N/A,"Fruit Of The Earth Inc","Fort Worth",TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,400000,991909,0,0,400000,0,0,N/A,,NULL
2007,09151449ST0013,151449,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423710,"Hardware Merchant Wholesalers","Short Term","Walter M. Mckim & Son",N/A,"Walter M. Mckim & Son",Auburndale,MA,Massachusetts,"Multiple - Borrowers","Multiple - PSORs",,80000,0,0,0,80000,0,0,N/A,,NULL
2007,09151902ST0013,151902,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",339920,"Sporting and Athletic Goods Manufacturing","Short Term","Lindgren-Pitman Inc",N/A,"Lindgren-pitman Inc","Pompano Beach",FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,500000,224613.38,0,0,500000,0,0,N/A,,NULL
2007,09153528ST0013,153528,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",424720,"Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations","Short Term","T.S. Moly-Lubricants, Inc.",N/A,"T.s. Moly-lubricants, Inc.",Houston,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,150000,641056.07,0,0,150000,150000,0,N/A,,NULL
2007,09153643ST0013,153643,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",333415,"Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri","Short Term","Standex Food Services Group, A Div. Of Standex Int'l Corp.",N/A,"Standex Food Services Group, A Div. Of Standex Int'L Corp.","New Albany",MS,Mississippi,"Multiple - Borrowers","Multiple - PSORs",,700000,1752071.27,0,0,0,0,0,N/A,,NULL
2007,09154245ST0013,154245,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Toronto-Dominion Bank, The","Toronto-Dominion Bank, The","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,20000000,0,0,0,9606000,0,0,N/A,,NULL
2007,09154831ST0013,154831,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423430,"Computer and Computer Peripheral Equipment and Software Merchant Wholesaler","Short Term","Computer Exchange, Ltd.",N/A,"Computer Exchange, Ltd.",Lawrenceville,GA,Georgia,"Multiple - Borrowers","Multiple - PSORs",,500000,3258967.85,0,0,500000,0,0,N/A,,NULL
2007,09155234ST0013,155234,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment ","Short Term","Orbis Trade Inc",N/A,"Orbis Trade Inc",Miami,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,150000,0,0,0,150000,0,150000,N/A,,NULL
2007,09155606ST0013,155606,Approved,2006-10-01,2006-10-01,2006-10-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",238990,"All Other Specialty Trade Contractors","Short Term","J.R. Clancy, Inc.",N/A,"Wenger Corporation",Owatonna,MN,Minnesota,"Multiple - Borrowers","Multiple - PSORs",,350000,435482.65,0,0,350000,0,0,N/A,,NULL
2007,09155606ST0014,155606,Approved,2007-10-01,2007-10-01,2007-10-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",238990,"All Other Specialty Trade Contractors","Short Term","J.R. Clancy, Inc.",N/A,"Wenger Corporation",Owatonna,MN,Minnesota,"Multiple - Borrowers","Multiple - PSORs",,350000,209110.08,0,0,350000,0,0,N/A,,NULL
2007,09156000ST0012,156000,Approved,2006-12-01,2006-12-01,2006-12-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",332212,"Hand And Edge Tool Manufacturing","Short Term","Everwear, Inc",N/A,"Everwear, Inc.","Lake Saint Louis",MO,Missouri,"Multiple - Borrowers","Multiple - PSORs",,300000,862152.32,0,0,300000,0,0,N/A,,NULL
2007,09156505ST0013,156505,Approved,2006-09-01,2006-09-01,2006-09-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",NULL,N/A,"Short Term","Dama Jewelry Technology, Inc.",N/A,N/A,N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,600000,1195919,0,0,600000,0,0,N/A,,NULL
2007,09156505ST0014,156505,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",339913,"Jewelers' Material And Lapidary Work Manufacturin","Short Term","Dama Jewelry Technology, Inc.",N/A,"Dama Jewelry Technology, Inc.",Johnston,RI,"Rhode Island","Multiple - Borrowers","Multiple - PSORs",,600000,2557768.95,0,0,600000,0,0,N/A,,NULL
2007,09156737ST0013,156737,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","First National Bank of Omaha, Inc.","First National Bank of Omaha, Inc.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,8000000,3627859.16,0,0,3842400,0,0,N/A,,NULL
2007,09156992ST0012,156992,Approved,2006-10-01,2006-10-01,2006-10-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",NULL,N/A,"Short Term","Overseas Supply Agency Inc",N/A,N/A,N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,130000,50719,0,0,130000,0,0,N/A,,NULL
2007,09156992ST0013,156992,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Overseas Supply Agency Inc",N/A,"Overseas Supply Agency Inc",Naples,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,130000,136361.8,0,0,130000,0,0,N/A,,NULL
2007,09157008ST0013,157008,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",334519,"Other Measuring and Controlling Device Manufacturing","Short Term","Perfect Measuring Tape Co.",N/A,"Perfect Measuring Tape Co.",Toledo,OH,Ohio,"Multiple - Borrowers","Multiple - PSORs",,65000,61846.69,0,0,65000,0,0,N/A,,NULL
2007,09157057ST0012,157057,Approved,2007-01-01,2007-01-01,2007-01-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",335991,"Carbon and Graphite Product Manufacturing","Short Term","Graphite Metallizing Corp",N/A,"Graphite Metallizing Corporation",Yonkers,NY,"New York","Flowserve, S.A. de C.V.","Flowserve, S.A. de C.V.",,250000,600797.22,0,0,250000,0,0,N/A,,NULL
2007,09157453ST0015,157453,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Commerzbank AG","Commerzbank AG","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,40000000,0,0,0,19212000,0,0,N/A,,NULL
2007,09157495ST0012,157495,Approved,2006-11-01,2006-11-01,2006-11-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",324191,"Petroleum Lubricating Oil and Grease Manufacturing","Short Term","Sentinel Lubricants, Inc.","Regions Bank","Sentinel Lubricants, Inc.",Miami,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,300000,343335.83,0,0,300000,0,300000,N/A,,NULL
2007,09158220ST0012,158220,Approved,2006-12-01,2006-12-01,2006-12-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",334519,"Other Measuring and Controlling Device Manufacturing","Short Term","Ludlum Measurements Inc",N/A,"Ludlum Measurements Inc",Sweetwater,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,600000,2795579.34,0,0,600000,0,0,N/A,,NULL
2007,09158451ST0012,158451,Approved,2007-02-01,2007-02-01,2007-02-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",335932,"Noncurrent-Carrying Wiring Device Manufacturing","Short Term","Gund Company, Inc., The",N/A,"Gund Company, Inc., The","Saint Louis",MO,Missouri,"HB Steel","HB Steel",,700000,3153447.93,0,0,700000,0,0,N/A,,NULL
2007,09158493ST0013,158493,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",321999,"All Other Miscellaneous Wood Product Manufacturing","Short Term","Pennington Crossarm Co",N/A,"Pennington Crossarm Co.",Eugene,OR,Oregon,"Multiple - Borrowers","Multiple - PSORs",,400000,853611.61,0,0,400000,0,0,N/A,,NULL
2007,09160556ST0012,160556,Approved,2006-11-01,2006-11-01,2006-11-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Short Term","Peninsula Corp.",N/A,"Peninsula Corp.","Coral Gables",FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,5000000,149731.2,0,0,5000000,0,0,N/A,,NULL
2007,09160556ST0013,160556,Approved,2007-11-01,2007-11-01,2007-11-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Short Term","Peninsula Corp.",N/A,"Peninsula Corp.","Coral Gables",FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,5000000,251484.25,0,0,5000000,0,0,N/A,,NULL
2007,09160606ST0012,160606,Approved,2007-01-01,2007-01-01,2007-01-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",313320,"Fabric Coating Mills","Short Term","Bruin Plastics Company, Inc.",N/A,"Bruin Plastics Company, Inc.",Glendale,RI,"Rhode Island","Multiple - Borrowers","Multiple - PSORs",,70000,0,0,0,70000,0,0,N/A,,NULL
2007,09160937ST0012,160937,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",325998,"All Other Miscellaneous Chemical Product and Preparation Manufacturing","Short Term","Penray Company's Inc",N/A,"Penray Companies Inc., The",Wheeling,IL,Illinois,"Multiple - Borrowers","Multiple - PSORs",,400000,705805.38,0,0,400000,0,0,N/A,,NULL
2007,09161166ST0014,161166,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423720,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesaler","Short Term","Hirsch Pipe & Supply Co",N/A,"Hirsch Pipe & Supply Co, Inc.","Van Nuys",CA,California,"Multiple - Borrowers","Multiple - PSORs",,250000,1658520.28,0,0,0,0,250000,N/A,,NULL
2007,09161299ST0012,161299,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",339920,"Sporting and Athletic Goods Manufacturing","Short Term","Mylec, Inc",N/A,"Mylec, Inc",Winchendon,MA,Massachusetts,"Multiple - Borrowers","Multiple - PSORs",,150000,64797.12,0,0,150000,0,0,N/A,,NULL
2007,09161547ST0012,161547,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",334515,"Instrument Manufacturing for Measuring and Testing Electricity and Electric","Short Term","Radian Research Inc",N/A,"Radian Research Inc",Lafayette,IN,Indiana,"Multiple - Borrowers","Multiple - PSORs",,800000,2711821.2,0,0,800000,0,0,N/A,,NULL
2007,09161810ST0012,161810,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",334516,"Analytical Laboratory Instrument Manufacturing","Short Term","Nova Biomedical Corporation","Bank of America NA","Nova Biomedical Corporation",Waltham,MA,Massachusetts,"Multiple - Borrowers","Multiple - PSORs",,2000000,5782487,0,0,2000000,0,0,N/A,,NULL
2007,09162255ST0012,162255,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers","Short Term","International Reinforced Plastics, Inc.",N/A,"International Reinforced Plastics, Inc.",Hialeah,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,150000,56017.05,0,0,150000,0,0,N/A,,NULL
2007,09162644ST0012,162644,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",325413,"In-Vitro Diagnostic Substance Manufacturing","Short Term","Eagle Diagnostics Inc",N/A,"Eagle Diagnostics Inc","Cedar Hill",TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,125000,28677.65,0,0,125000,0,0,N/A,,NULL
2007,09163261ST0012,163261,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423720,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesaler","Short Term","Bond Plumbing Supply Inc",N/A,"Bond Plumbing Supply Inc",Miami,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,1000000,2654966.35,0,0,1000000,0,0,N/A,,NULL
2007,09163659ST0012,163659,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423850,"Service Establishment Equipment and Supplies Merchant Wholesalers","Short Term","Rashman Corporation",N/A,"Rashman Corporation",Northridge,CA,California,"Multiple - Borrowers","Multiple - PSORs",,150000,303554.65,0,0,150000,0,0,N/A,,NULL
2007,09164244ST0012,164244,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",325998,"All Other Miscellaneous Chemical Product and Preparation Manufacturing","Short Term","Kmco, L.P.",N/A,"Kmco, L.L.C.",Crosby,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,500000,870680.72,0,0,500000,0,0,N/A,,NULL
2007,09164491ST0012,164491,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",327910,"Abrasive Product Manufacturing","Short Term","Realys, Inc",N/A,"Realys, Inc","Huntington Beach",CA,California,"Multiple - Borrowers","Multiple - PSORs",,100000,151910.08,0,0,100000,100000,0,N/A,,NULL
2007,09164665ST0012,164665,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","Short Term","Sunshine Export Inc","Ocean Bank","Sunshine Export Inc",Doral,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,400000,43591.4,0,0,400000,400000,0,N/A,,NULL
2007,09165019ST0012,165019,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",424690,"Other Chemical and Allied Products Merchant Wholesalers","Short Term","Pidilite USA Inc","PNC Bank N.A.","Pidilite Usa, Inc.",Jupiter,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,1500000,3375415.97,0,0,1500000,0,0,N/A,,NULL
2007,09165803ST0012,165803,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",325620,"Toilet Preparation Manufacturing","Short Term","Avalon Natural Products Inc",N/A,"Avalon Natural Products Inc",Petaluma,CA,California,"Multiple - Borrowers","Multiple - PSORs",,750000,863574.4,0,0,750000,0,0,N/A,,NULL
2007,09165829ST0012,165829,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",325998,"All Other Miscellaneous Chemical Product and Preparation Manufacturing","Short Term","Thermal Science Inc.",N/A,"Thermal Science Inc.",Fenton,MO,Missouri,"Multiple - Borrowers","Multiple - PSORs",,1000000,0,0,0,1000000,0,0,N/A,,NULL
2007,09166827ST0012,166827,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","THG Corporation",N/A,"Thg Corporation",Northborough,MA,Massachusetts,"Multiple - Borrowers","Multiple - PSORs",,500000,284911.37,0,0,0,0,0,N/A,,NULL
2007,09167205ST0012,167205,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",321911,"Wood Window and Door Manufacturing","Short Term","Marlite, Inc","Citizens Bank of Pennsylvania","Marlite, Inc.",Dover,OH,Ohio,"Multiple - Borrowers","Multiple - PSORs",,300000,1575083.44,0,0,300000,0,0,N/A,,NULL
2007,09167460ST0011,167460,Approved,2007-01-01,2007-01-01,2007-01-01,Yes,No,"Multiple - Countries",Insurance,ENV,"Individual Delegated Authority",333319,"Other Commercial And Service Industry Machinery M","Short Term","Environmental Dynamics, Inc",N/A,"Environmental Dynamics International, Inc.",Columbia,MO,Missouri,"Multiple - Borrowers","Multiple - PSORs",,500000,1410465.79,0,0,500000,0,0,N/A,,NULL
2007,09167619ST0011,167619,Approved,2006-08-01,2006-08-01,2006-08-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",333415,"Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri","Short Term","Phoenix Manufacturing, Inc",N/A,"Phoenix Manufacturing, Inc.",Phoenix,AZ,Arizona,"Multiple - Borrowers","Multiple - PSORs",,750000,1073267.91,0,0,0,0,0,N/A,,NULL
2007,09167619ST0012,167619,Approved,2007-08-01,2007-08-01,2007-08-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",333415,"Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri","Short Term","Phoenix Manufacturing, Inc",N/A,"Phoenix Manufacturing, Inc.",Phoenix,AZ,Arizona,"Multiple - Borrowers","Multiple - PSORs",,750000,1058468.3,0,0,0,0,0,N/A,,NULL
2007,09169987ST0012,169987,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",333314,"Optical Instrument and Lens Manufacturing","Short Term","Lenox Instrument Co., Inc.",N/A,"Lenox Instrument Co., Inc.",Trevose,PA,Pennsylvania,"Multiple - Borrowers","Multiple - PSORs",,100000,214410.59,0,0,100000,0,0,N/A,,NULL
2007,09170340ST0012,170340,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Short Term","Florida Bottling Inc",N/A,"Florida Bottling, Inc.",Miami,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,300000,1170869.9,0,0,300000,0,0,N/A,,NULL
2007,09170464ST0014,170464,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Global Machinery Holdings Ltd",N/A,"Global Machinery Holdings Ltd",Denver,CO,Colorado,"Multiple - Borrowers","Multiple - PSORs",,150000,0,0,0,150000,0,0,N/A,,NULL
2007,09170670ST0014,170670,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Dosmatic International Of Texas Inc",N/A,"Dosmatic International Of Texas Inc",Carrollton,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,750000,1284556.91,0,0,750000,0,0,N/A,,NULL
2007,09170704ST0011,170704,Approved,2006-10-01,2006-10-01,2006-10-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",NULL,N/A,"Short Term","Betco Inc.",N/A,N/A,N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,750000,0,0,0,750000,0,0,N/A,,NULL
2007,09170704ST0012,170704,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",332311,"Prefabricated Metal Building and Component Manufacturing","Short Term","Betco, Inc.","RBC Bank (USA)","Betco Inc.",Statesville,NC,"North Carolina","Multiple - Borrowers","Multiple - PSORs",,750000,580512.83,0,0,750000,0,0,N/A,,NULL
